|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
35|2011|I870G|CHARTIS SINGAPORE INSURANCE PTE. LTD.|Movement in Net Claims Liabilities|36|-2022846|0|-3767938|18095406|-1101686|-334517|1830688|-2633187|-28010|15139|337835|608|-1233856|-3541471|9157636
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - Direct business|1|323916|1506006|35572159|213093993|44692429|72907479|36124792|14443033|3592050|1141979|8562401|5147133|21232219|54118815|458339589
1|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted in Singapore|2|0|39717|678994|0|0|0|0|268453|136053|978678|136053|0|6193069|7712306|8431017
2|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|18656|-500|0|0|0|0|0|0|0|0|0|0|0|18156
3|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|0|0|0|0|0|0|259914|0|0|0|259914|259914
4|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - Total (2 to 4)|5|0|58373|678494|0|0|0|0|268453|136053|1238592|136053|0|6193069|7972220|8709087
5|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - In Singapore|6|0|0|219281|3426|1513128|110274|-14|40385|27939|94357|18236|0|190064|370981|2217076
6|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - To other ASEAN countries|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - To other countries|8|269040|1699041|27648549|9914410|4732221|3711040|823537|2615544|3055407|2403078|3622518|5645846|10775299|28117692|76915530
8|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - Total (6 to 8)|9|269040|1699041|27867830|9917836|6245349|3821314|823523|2655929|3083346|2497435|3640754|5645846|10965363|28488673|79132606
9|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net premiums written|10|54876|-134662|8382823|203176157|38447080|69086165|35301269|12055557|644757|-116864|5057700|-498713|16459925|33602362|387916070
10|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premium liabilities at beginning of period|11|325472|8422|7555355|92845329|9912013|9608938|15532952|2929279|1493733|0|1373929|26328|17929351|23752620|159541101
11|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premium liabilities at end of period|12|42922|16412|7011328|90643624|13193067|14824118|12309712|3022495|1114123|0|1659593|25680|16463726|22285617|160326800
12|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premiums earned during the period|13|337426|-142652|8926850|205377862|35166026|63870985|38524509|11962341|1024367|-116864|4772036|-498065|17925550|35069365|387130371
13|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Direct business|14|1289|0|4479022|134684314|19723990|16082605|22249345|3097979|-2192|479052|1849861|27265|6936118|12388083|209608648
14|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|0|0|185872|0|0|0|0|-230|0|1435|17965|0|867|20037|205909
15|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|1304|0|0|0|0|0|0|0|0|0|0|0|1304
16|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|0|0|0|0|0|0|0|103162|0|0|0|103162|103162
17|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Total (15 to 17)|18|0|0|187176|0|0|0|0|-230|0|104597|17965|0|867|123199|310375
18|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|0|0|37657|5803|494|1347|-29|-2956|-1851|117471|0|11362|0|124026|169298
19|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|967|0|3410563|1198332|1516471|115061|-51088|782591|-72196|466178|92390|15294|3172530|4456787|10647093
21|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Total (19 to 21)|22|967|0|3448220|1204135|1516965|116408|-51117|779635|-74047|583649|92390|26656|3172530|4580813|10816391
22|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net claims settled|23|322|0|1217978|133480179|18207025|15966197|22300462|2318114|71855|0|1775436|609|3764455|7930469|199102632
23|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Claims liabilities at end of period|24|2693|16680|661557|121198740|25554369|15402380|4913471|8123130|459890|16034|7614488|76217|8145466|24435225|192185115
24|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Claims liabilities at beginning of period|25|556781|0|1002676|123454221|18917410|8773741|7922025|9872014|212282|45519|8771599|7170|9398212|28306796|188933650
25|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net claims incurred|26|-553766|16680|876859|131224698|24843984|22594836|19291908|569230|319463|-29485|618325|69656|2511709|4058898|202354097
26|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Management Expenses|27|55822|225914|6254111|40468550|7681479|21489871|6208922|2528526|871619|409159|1495040|743303|4713726|10761373|93146042
27|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Commissions|28|56532|167774|2666796|32645962|5700859|17826030|5997900|2158012|432090|231790|1259912|613145|3075644|7770593|72832446
28|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Reinsurance commissions|29|175378|144261|5101885|499964|1403814|433246|133826|568328|1194936|814343|424403|1309914|2146810|6458734|14351108
29|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net commissions incurred|30|-118846|23513|-2435089|32145998|4297045|17392784|5864074|1589684|-762846|-582553|835509|-696769|928834|1311859|58481338
30|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Underwriting gain / (loss)|32|954216|-408759|4230969|1538616|-1656482|2393494|7159605|7274901|596131|86015|1823162|-614255|9771281|18937235|33148894
32|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|F. NET INVESTMENT INCOME|33|2552|-6262|389799|9447640|1787779|3212489|1641500|560580|29981|-5434|235182|-23190|765383|1562502|18037999
33|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|G. OPERATING RESULT|34|956768|-415021|4620768|10986256|131297|5605983|8801105|7835481|626112|80581|2058344|-637445|10536664|20499737|51186893
34|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net Loss Ratio|35|0.005867774619141337|-0.0|0.14529449088928634|0.65696773170092|0.47356067092741505|0.23110556216284403|0.631718423493501|0.1922859308781834|0.11144508706380854|-0.0|0.3510362417699745|-0.0012211432226551142|0.22870426201820482|0.2360092722053289|0.5132621394107235
35|2012|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Movement in Net Claims Liabilities|36|-554088|16680|-341119|-2255481|6636959|6628639|-3008554|-1748884|247608|-29485|-1157111|69047|-1252746|-3871571|3251465
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - Direct business|1|394142|1042613|36404999|199322215|51725698|73152519|38144000|13567353|4224138|4984956|12687270|3890986|18555940|57910643|458096829
1|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted in Singapore|2|325|45193|357761|0|0|0|0|102394|128946|191104|135927|0|3180339|3738710|4141989
2|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|12940|0|0|0|0|0|0|0|0|0|0|0|0|12940
3|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted from other countries|4|0|0|0|164434|42672|91816|0|0|0|0|0|3210|110017|113227|412149
4|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - Total (2 to 4)|5|325|58133|357761|164434|42672|91816|0|102394|128946|191104|135927|3210|3290356|3851937|4567078
5|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - In Singapore|6|0|0|589266|4465|633177|503714|34373|0|103299|21174|0|0|28000|152473|1917468
6|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - To other ASEAN countries|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - To other countries|8|297651|1007308|24407775|10102353|4204082|3522987|1212874|2005398|3767540|5171134|4018577|3875186|10572227|29410062|74165092
8|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - Total (6 to 8)|9|297651|1007308|24997041|10106818|4837259|4026701|1247247|2005398|3870839|5192308|4018577|3875186|10600227|29562535|76082560
9|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net premiums written|10|96816|93438|11765719|189379831|46931111|69217634|36896753|11664349|482245|-16248|8804620|19010|11246069|32200045|386581347
10|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premium liabilities at beginning of period|11|42922|16412|7011328|90643624|13193067|14824118|12309712|3022495|1114123|0|1659593|25680|16463726|22285617|160326800
11|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premium liabilities at end of period|12|48283|42860|8376684|85808041|15421829|15239680|11898811|2522735|773508|0|4755208|12202|15090265|23153918|159990106
12|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premiums earned during the period|13|91455|66990|10400363|194215414|44702349|68802072|37307654|12164109|822860|-16248|5709005|32488|12619530|31331744|386918041
13|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Direct business|14|1645|290460|8549442|113284688|22409155|16100020|20564656|3075521|15866889|89297|1500254|193458|6288357|27013776|208213842
14|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|0|0|46924|0|22050|0|0|0|0|54043|385288|0|0|439331|508305
15|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|406|0|0|0|0|0|0|0|0|0|0|0|406
17|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Total (15 to 17)|18|0|0|47330|0|22050|0|0|0|0|54043|385288|0|0|439331|508711
18|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|0|0|148561|4504|54|6704|2|0|-5619|18427|0|0|3|12811|172636
19|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|1234|290460|7580659|106526|1737978|85976|53339|184004|14377103|124912|410703|190879|1871025|17158626|27014798
21|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Total (19 to 21)|22|1234|290460|7729220|111030|1738032|92680|53341|184004|14371484|143339|410703|190879|1871028|17171437|27187434
22|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net claims settled|23|411|0|867552|113173658|20693173|16007340|20511315|2891517|1495405|1|1474839|2579|4417329|10281670|181535119
23|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Claims liabilities at end of period|24|8417|57931|1043026|119545941|34819724|14584125|6562127|6403687|608715|11375|8827785|101673|5890230|21843465|198464756
24|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Claims liabilities at beginning of period|25|2693|16680|661557|121198740|25554369|15402380|4913471|8123130|459890|16034|7614488|76217|8145466|24435225|192185115
25|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net claims incurred|26|6135|41251|1249021|111520859|29958528|15189085|22159971|1172074|1644230|-4658|2688136|28035|2162093|7689910|187814760
26|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Management Expenses|27|74622|204425|6828177|40492959|9614137|21696251|11304209|2538670|1199296|961269|2381454|723209|4057176|11861074|102075854
27|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Commissions|28|69984|169682|2637581|31617976|6565295|18046844|7088040|2262655|479076|192815|1727892|542820|2958262|8163520|74358922
28|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Reinsurance commissions|29|55836|243808|4338743|357929|1389022|480014|167713|523255|1121222|589050|104213|1582325|2821511|6741576|13774641
29|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net commissions incurred|30|14148|-74126|-1701162|31260047|5176273|17566830|6920327|1739400|-642146|-396235|1623679|-1039505|136751|1421944|60584281
30|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Other distribution expenses|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
31|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Underwriting gain / (loss)|32|-3450|-104560|4024327|10941549|-46589|14349906|-3076853|6713965|-1378520|-576624|-984264|320749|6263510|10358816|36443146
32|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|F. NET INVESTMENT INCOME|33|2094|2021|254523|4096770|1015240|1497354|798171|252330|10432|-352|190466|411|243283|696570|8362743
33|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|G. OPERATING RESULT|34|-1356|-102539|4278850|15038319|968651|15847260|-2278682|6966295|-1368088|-576976|-793798|321160|6506793|11055386|44805889
34|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net Loss Ratio|35|0.004245166088249876|0.0|0.07373557026136694|0.5976014309570273|0.4409265529639816|0.23126101074185806|0.555911112286764|0.24789356011209884|3.10092380429035|-6.154603643525357e-05|0.16750739952434063|0.13566543924250393|0.3927887157725957|0.31930607550393175|0.46959099400106336
35|2013|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Movement in Net Claims Liabilities|36|5724|41251|381469|-1652799|9265355|-818255|1648656|-1719443|148825|-4659|1213297|25456|-2255236|-2591760|6279641
|year|insurer_ref|insurer_name|Description|Row No.|Marine and Aviation - Cargo|Marine and Aviation Hull and Liability|Fire|Motor|Work Injury Compensation|Personal Accident|Health|Misc - Public Liability|Misc - Bonds|Misc - Engineering/CAR/EAR|Misc - Professional Indemnity|Misc - Credit/Political Risk|Misc - Others|Misc - Sub-Total|Total
0|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - Direct business|1|1459526|2647014|36747999|192134197|53595401|73154763|37503540|14951032|5196553|1622740|12455454|9333204|19654990|63213973|460456413
1|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted in Singapore|2|0|349572|1123972|0|0|0|0|632685|144034|1521022|158102|0|2996321|5452164|6925708
2|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted from other ASEAN countries|3|0|0|9904|0|0|0|0|0|0|0|0|0|0|0|9904
3|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - RI accepted from other countries|4|307|407220|579129|40365|11260|23248|0|3274|32208|660|2650|1961|4758|45511|1107040
4|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|GWP - Total (2 to 4)|5|307|756792|1713005|40365|11260|23248|0|635959|176242|1521682|160752|1961|3001079|5497675|8042652
5|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - In Singapore|6|0|0|367875|311|500024|251265|-43|0|0|0|0|0|26667|26667|1146099
6|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - To other ASEAN countries|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
7|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - To other countries|8|1087998|3314779|26888179|17176901|6372411|6052257|1976062|2639529|4293824|3144642|3957348|9087467|11624476|34747286|97615873
8|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|RI ceded - Total (6 to 8)|9|1087998|3314779|27256054|17177212|6872435|6303522|1976019|2639529|4293824|3144642|3957348|9087467|11651143|34773953|98761972
9|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net premiums written|10|371835|89027|11204950|174997350|46734226|66874489|35527521|12947462|1078971|-220|8658858|247698|11004926|33937695|369737093
10|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premium liabilities at beginning of period|11|48283|42860|8376684|85808041|15421829|15239680|11898811|2522735|773508|0|4755208|12202|15090265|23153918|159990106
11|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premium liabilities at end of period|12|207888|53593|8271841|73993301|14320105|14674482|10159230|3260512|936000|0|4952170|86043|13768323|23003048|144683488
12|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Premiums earned during the period|13|212230|78294|11309793|186812090|47835950|67439687|37267102|12209685|916479|-220|8461896|173857|12326868|34088565|385043711
13|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Direct business|14|24008|595197|10807119|109041156|23334284|16620483|19036152|1260907|977393|36648|1971299|453096|3626314|8325657|187784056
14|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted in Singapore|15|0|0|0|0|0|0|0|0|11783|421783|9690|0|0|443256|443256
15|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other ASEAN countries|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
16|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI accepted from other countries|17|0|0|5644|0|0|0|0|0|0|0|0|0|0|0|5644
17|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Total (15 to 17)|18|0|0|5644|0|0|0|0|0|11783|421783|9690|0|0|443256|448900
18|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded in Singapore|19|0|0|82531|825|0|0|0|0|-2198|0|0|0|173|-2025|81331
19|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other ASEAN countries|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
20|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - RI recoveries from business ceded to other countries|21|18006|592992|10112656|57655|1454608|465162|107177|317959|969281|458431|388422|447070|12209|2593372|15401628
21|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Gross claims settled - Total (19 to 21)|22|18006|592992|10195187|58480|1454608|465162|107177|317959|967083|458431|388422|447070|12382|2591347|15482959
22|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net claims settled|23|6002|2205|617576|108982676|21879676|16155321|18928975|942948|22093|0|1592567|6026|3613932|6177566|172749997
23|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Claims liabilities at end of period|24|29599|103277|1487629|121496439|41762917|13818106|8373442|8892689|485685|30826|8160944|226493|3769623|21566260|208637669
24|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Claims liabilities at beginning of period|25|8417|57931|1043026|119545941|34819724|14584125|6562127|6403687|608715|11375|8827785|101673|5890230|21843465|198464756
25|2014|I870G|AIG ASIA PACIFIC INSURANCE PTE. LTD.|Net claims incurred|26|27184|47551|1062179|110933174|28822869|15389302|20740290|3431950|-100937|19451|925726|130846|1493325|5900361|182922910
